0 4.33631e-14 4.33631e-14
6.28319 0.0757658 0.0757658
12.5664 0.0181468 0.0181468
18.8496 0.00796671 0.00796671
25.1327 0.00445573 0.00445573
31.4159 0.00284535 0.00284535
37.6991 0.00197096 0.00197096
43.9823 0.00144786 0.00144786
50.2655 0.00110616 0.00110616
56.5487 0.000874622 0.000874622
62.8319 0.000706871 0.000706871
69.115 0.000584853 0.000584853
75.3982 0.000490272 0.000490272
81.6814 0.000418305 0.000418305
87.9646 0.000359781 0.000359781
94.2478 0.000313852 0.000313852
100.531 0.000275134 0.000275134
106.814 0.000244063 0.000244063
113.097 0.00021712 0.00021712
119.381 0.000195138 0.000195138
125.664 0.000175634 0.000175634
131.947 0.000159519 0.000159519
138.23 0.000144943 0.000144943
144.513 0.000132784 0.000132784
150.796 0.000121604 0.000121604
157.08 0.000112208 0.000112208
163.363 0.000103442 0.000103442
169.646 9.60342e-05 9.60342e-05
175.929 8.90329e-05 8.90329e-05
182.212 8.30908e-05 8.30908e-05
188.496 7.74091e-05 7.74091e-05
194.779 7.25716e-05 7.25716e-05
201.062 6.78965e-05 6.78965e-05
207.345 6.39071e-05 6.39071e-05
213.628 6.00134e-05 6.00134e-05
219.911 5.66857e-05 5.66857e-05
226.195 5.34078e-05 5.34078e-05
232.478 5.06038e-05 5.06038e-05
238.761 4.7818e-05 4.7818e-05
245.044 4.54339e-05 4.54339e-05
251.327 4.3046e-05 4.3046e-05
257.611 4.10023e-05 4.10023e-05
263.894 3.89397e-05 3.89397e-05
270.177 3.7175e-05 3.7175e-05
276.46 3.53809e-05 3.53809e-05
282.743 3.3847e-05 3.3847e-05
289.027 3.22766e-05 3.22766e-05
295.31 3.09351e-05 3.09351e-05
301.593 2.95525e-05 2.95525e-05
307.876 2.83728e-05 2.83728e-05
314.159 2.71491e-05 2.71491e-05
320.442 2.61064e-05 2.61064e-05
326.726 2.5018e-05 2.5018e-05
333.009 2.4092e-05 2.4092e-05
339.292 2.31196e-05 2.31196e-05
345.575 2.22937e-05 2.22937e-05
351.858 2.14213e-05 2.14213e-05
358.142 2.06817e-05 2.06817e-05
364.425 1.9896e-05 1.9896e-05
370.708 1.92312e-05 1.92312e-05
376.991 1.8521e-05 1.8521e-05
383.274 1.79214e-05 1.79214e-05
389.557 1.72773e-05 1.72773e-05
395.841 1.67346e-05 1.67346e-05
402.124 1.61487e-05 1.61487e-05
408.407 1.56561e-05 1.56561e-05
414.69 1.51214e-05 1.51214e-05
420.973 1.4673e-05 1.4673e-05
427.257 1.41838e-05 1.41838e-05
433.54 1.37745e-05 1.37745e-05
439.823 1.33257e-05 1.33257e-05
446.106 1.29511e-05 1.29511e-05
452.389 1.25385e-05 1.25385e-05
458.673 1.21949e-05 1.21949e-05
464.956 1.18145e-05 1.18145e-05
471.239 1.14986e-05 1.14986e-05
477.522 1.11473e-05 1.11473e-05
483.805 1.08563e-05 1.08563e-05
490.088 1.05311e-05 1.05311e-05
496.372 1.02624e-05 1.02624e-05
502.655 9.96078e-06 9.96078e-06
508.938 9.71224e-06 9.71224e-06
515.221 9.43203e-06 9.43203e-06
521.504 9.20172e-06 9.20172e-06
527.788 8.94091e-06 8.94091e-06
534.071 8.72712e-06 8.72712e-06
540.354 8.48397e-06 8.48397e-06
546.637 8.28519e-06 8.28519e-06
552.92 8.05813e-06 8.05813e-06
559.203 7.87302e-06 7.87302e-06
565.487 7.66068e-06 7.66068e-06
571.77 7.48803e-06 7.48803e-06
578.053 7.28917e-06 7.28917e-06
584.336 7.12792e-06 7.12792e-06
590.619 6.94141e-06 6.94141e-06
596.903 6.79061e-06 6.79061e-06
603.186 6.61547e-06 6.61547e-06
609.469 6.47425e-06 6.47425e-06
615.752 6.30957e-06 6.30957e-06
622.035 6.17716e-06 6.17716e-06
628.319 6.02214e-06 6.02214e-06
634.602 5.89784e-06 5.89784e-06
640.885 5.75174e-06 5.75174e-06
647.168 5.63492e-06 5.63492e-06
653.451 5.49708e-06 5.49708e-06
659.734 5.38717e-06 5.38717e-06
666.018 5.25698e-06 5.25698e-06
672.301 5.15347e-06 5.15347e-06
678.584 5.03038e-06 5.03038e-06
684.867 4.93279e-06 4.93279e-06
691.15 4.81631e-06 4.81631e-06
697.434 4.72421e-06 4.72421e-06
703.717 4.61388e-06 4.61388e-06
710 4.52689e-06 4.52689e-06
716.283 4.42228e-06 4.42228e-06
722.566 4.34004e-06 4.34004e-06
728.849 4.24078e-06 4.24078e-06
735.133 4.16297e-06 4.16297e-06
741.416 4.0687e-06 4.0687e-06
747.699 3.99501e-06 3.99501e-06
753.982 3.90542e-06 3.90542e-06
760.265 3.83558e-06 3.83558e-06
766.549 3.75036e-06 3.75036e-06
772.832 3.68412e-06 3.68412e-06
779.115 3.60301e-06 3.60301e-06
785.398 3.54014e-06 3.54014e-06
791.681 3.46287e-06 3.46287e-06
797.965 3.40315e-06 3.40315e-06
804.248 3.32951e-06 3.32951e-06
810.531 3.27275e-06 3.27275e-06
816.814 3.2025e-06 3.2025e-06
823.097 3.14851e-06 3.14851e-06
829.38 3.08147e-06 3.08147e-06
835.664 3.03009e-06 3.03009e-06
841.947 2.96607e-06 2.96607e-06
848.23 2.91714e-06 2.91714e-06
854.513 2.85596e-06 2.85596e-06
860.796 2.80934e-06 2.80934e-06
867.08 2.75084e-06 2.75084e-06
873.363 2.70639e-06 2.70639e-06
879.646 2.65043e-06 2.65043e-06
885.929 2.60803e-06 2.60803e-06
892.212 2.55447e-06 2.55447e-06
898.495 2.514e-06 2.514e-06
904.779 2.46271e-06 2.46271e-06
911.062 2.42406e-06 2.42406e-06
917.345 2.37492e-06 2.37492e-06
923.628 2.338e-06 2.338e-06
929.911 2.29089e-06 2.29089e-06
936.195 2.25559e-06 2.25559e-06
942.478 2.21042e-06 2.21042e-06
948.761 2.17667e-06 2.17667e-06
955.044 2.13332e-06 2.13332e-06
961.327 2.10103e-06 2.10103e-06
967.611 2.05942e-06 2.05942e-06
973.894 2.02852e-06 2.02852e-06
980.177 1.98856e-06 1.98856e-06
986.46 1.95897e-06 1.95897e-06
992.743 1.92059e-06 1.92059e-06
999.026 1.89223e-06 1.89223e-06
1005.31 1.85535e-06 1.85535e-06
1011.59 1.82818e-06 1.82818e-06
1017.88 1.79271e-06 1.79271e-06
1024.16 1.76667e-06 1.76667e-06
1030.44 1.73256e-06 1.73256e-06
1036.73 1.70758e-06 1.70758e-06
1043.01 1.67476e-06 1.67476e-06
1049.29 1.6508e-06 1.6508e-06
1055.58 1.61921e-06 1.61921e-06
1061.86 1.59621e-06 1.59621e-06
1068.14 1.56581e-06 1.56581e-06
1074.42 1.54373e-06 1.54373e-06
1080.71 1.51444e-06 1.51444e-06
1086.99 1.49323e-06 1.49323e-06
1093.27 1.46502e-06 1.46502e-06
1099.56 1.44465e-06 1.44465e-06
