0 2.44187e-14 2.44187e-14
6.28319 0.0433701 0.0433701
12.5664 0.0106671 0.0106671
18.8496 0.00472349 0.00472349
25.1327 0.0026507 0.0026507
31.4159 0.00169642 0.00169642
37.6991 0.00117577 0.00117577
43.9823 0.000864587 0.000864587
50.2655 0.000660468 0.000660468
56.5487 0.000522482 0.000522482
62.8319 0.000422162 0.000422162
69.115 0.000349343 0.000349343
75.3982 0.000292772 0.000292772
81.6814 0.000249773 0.000249773
87.9646 0.000214773 0.000214773
94.2478 0.000187308 0.000187308
100.531 0.000164156 0.000164156
106.814 0.000145566 0.000145566
113.097 0.000129456 0.000129456
119.381 0.000116299 0.000116299
125.664 0.000104637 0.000104637
131.947 9.49899e-05 9.49899e-05
138.23 8.62754e-05 8.62754e-05
144.513 7.89951e-05 7.89951e-05
150.796 7.23106e-05 7.23106e-05
157.08 6.6684e-05 6.6684e-05
163.363 6.14434e-05 6.14434e-05
169.646 5.70067e-05 5.70067e-05
175.929 5.28214e-05 5.28214e-05
182.212 4.92624e-05 4.92624e-05
188.496 4.58661e-05 4.58661e-05
194.779 4.29686e-05 4.29686e-05
201.062 4.01744e-05 4.01744e-05
207.345 3.77847e-05 3.77847e-05
213.628 3.54579e-05 3.54579e-05
219.911 3.34644e-05 3.34644e-05
226.195 3.1506e-05 3.1506e-05
232.478 2.98262e-05 2.98262e-05
238.761 2.8162e-05 2.8162e-05
245.044 2.67338e-05 2.67338e-05
251.327 2.53076e-05 2.53076e-05
257.611 2.40833e-05 2.40833e-05
263.894 2.28517e-05 2.28517e-05
270.177 2.17946e-05 2.17946e-05
276.46 2.07236e-05 2.07236e-05
282.743 1.98048e-05 1.98048e-05
289.027 1.88676e-05 1.88676e-05
295.31 1.80641e-05 1.80641e-05
301.593 1.72392e-05 1.72392e-05
307.876 1.65327e-05 1.65327e-05
314.159 1.58028e-05 1.58028e-05
320.442 1.51785e-05 1.51785e-05
326.726 1.45296e-05 1.45296e-05
333.009 1.39752e-05 1.39752e-05
339.292 1.33957e-05 1.33957e-05
345.575 1.29013e-05 1.29013e-05
351.858 1.23816e-05 1.23816e-05
358.142 1.1939e-05 1.1939e-05
364.425 1.14712e-05 1.14712e-05
370.708 1.10734e-05 1.10734e-05
376.991 1.06508e-05 1.06508e-05
383.274 1.02921e-05 1.02921e-05
389.557 9.90903e-06 9.90903e-06
395.841 9.58451e-06 9.58451e-06
402.124 9.23623e-06 9.23623e-06
408.407 8.94175e-06 8.94175e-06
414.69 8.62419e-06 8.62419e-06
420.973 8.35621e-06 8.35621e-06
427.257 8.06586e-06 8.06586e-06
433.54 7.82136e-06 7.82136e-06
439.823 7.5552e-06 7.5552e-06
446.106 7.33156e-06 7.33156e-06
452.389 7.08701e-06 7.08701e-06
458.673 6.88197e-06 6.88197e-06
464.956 6.65676e-06 6.65676e-06
471.239 6.46836e-06 6.46836e-06
477.522 6.26051e-06 6.26051e-06
483.805 6.08704e-06 6.08704e-06
490.088 5.89485e-06 5.89485e-06
496.372 5.7348e-06 5.7348e-06
502.655 5.55674e-06 5.55674e-06
508.938 5.40881e-06 5.40881e-06
515.221 5.24354e-06 5.24354e-06
521.504 5.10657e-06 5.10657e-06
527.788 4.95292e-06 4.95292e-06
534.071 4.82588e-06 4.82588e-06
540.354 4.6828e-06 4.6828e-06
546.637 4.56478e-06 4.56478e-06
552.92 4.43134e-06 4.43134e-06
559.203 4.32155e-06 4.32155e-06
565.487 4.19691e-06 4.19691e-06
571.77 4.09462e-06 4.09462e-06
578.053 3.97806e-06 3.97806e-06
584.336 3.88262e-06 3.88262e-06
590.619 3.77346e-06 3.77346e-06
596.903 3.6843e-06 3.6843e-06
603.186 3.58195e-06 3.58195e-06
609.469 3.49856e-06 3.49856e-06
615.752 3.40247e-06 3.40247e-06
622.035 3.32438e-06 3.32438e-06
628.319 3.23407e-06 3.23407e-06
634.602 3.16087e-06 3.16087e-06
640.885 3.0759e-06 3.0759e-06
647.168 3.00721e-06 3.00721e-06
653.451 2.92718e-06 2.92718e-06
659.734 2.86264e-06 2.86264e-06
666.018 2.7872e-06 2.7872e-06
672.301 2.72651e-06 2.72651e-06
678.584 2.65532e-06 2.65532e-06
684.867 2.5982e-06 2.5982e-06
691.15 2.53096e-06 2.53096e-06
697.434 2.47715e-06 2.47715e-06
703.717 2.41359e-06 2.41359e-06
710 2.36285e-06 2.36285e-06
716.283 2.30272e-06 2.30272e-06
722.566 2.25485e-06 2.25485e-06
728.849 2.19791e-06 2.19791e-06
735.133 2.1527e-06 2.1527e-06
741.416 2.09875e-06 2.09875e-06
747.699 2.05602e-06 2.05602e-06
753.982 2.00486e-06 2.00486e-06
760.265 1.96446e-06 1.96446e-06
766.549 1.91591e-06 1.91591e-06
772.832 1.87767e-06 1.87767e-06
779.115 1.83158e-06 1.83158e-06
785.398 1.79537e-06 1.79537e-06
791.681 1.75158e-06 1.75158e-06
797.965 1.71726e-06 1.71726e-06
804.248 1.67563e-06 1.67563e-06
810.531 1.64309e-06 1.64309e-06
816.814 1.60349e-06 1.60349e-06
823.097 1.57262e-06 1.57262e-06
829.38 1.53492e-06 1.53492e-06
835.664 1.50562e-06 1.50562e-06
841.947 1.46973e-06 1.46973e-06
848.23 1.4419e-06 1.4419e-06
854.513 1.4077e-06 1.4077e-06
860.796 1.38125e-06 1.38125e-06
867.08 1.34865e-06 1.34865e-06
873.363 1.32351e-06 1.32351e-06
879.646 1.29241e-06 1.29241e-06
885.929 1.2685e-06 1.2685e-06
892.212 1.23883e-06 1.23883e-06
898.495 1.21608e-06 1.21608e-06
904.779 1.18776e-06 1.18776e-06
911.062 1.1661e-06 1.1661e-06
917.345 1.13905e-06 1.13905e-06
923.628 1.11843e-06 1.11843e-06
929.911 1.09258e-06 1.09258e-06
936.195 1.07293e-06 1.07293e-06
942.478 1.04823e-06 1.04823e-06
948.761 1.0295e-06 1.0295e-06
955.044 1.00589e-06 1.00589e-06
961.327 9.8803e-07 9.8803e-07
967.611 9.65441e-07 9.65441e-07
973.894 9.48409e-07 9.48409e-07
980.177 9.26796e-07 9.26796e-07
986.46 9.10546e-07 9.10546e-07
992.743 8.89859e-07 8.89859e-07
999.026 8.7435e-07 8.7435e-07
1005.31 8.54542e-07 8.54542e-07
1011.59 8.39737e-07 8.39737e-07
1017.88 8.20765e-07 8.20765e-07
1024.16 8.06626e-07 8.06626e-07
1030.44 7.8845e-07 7.8845e-07
