0 0.000651223
0.000488281 0.00195367
0.000976562 0.00325614
0.00146484 0.00455864
0.00195312 0.00586118
0.00244141 0.00716377
0.00292969 0.00846642
0.00341797 0.00976914
0.00390625 0.0110719
0.00439453 0.0123749
0.00488281 0.0136779
0.00537109 0.014981
0.00585938 0.0162842
0.00634766 0.0175876
0.00683594 0.0188911
0.00732422 0.0201948
0.0078125 0.0214986
0.00830078 0.0228026
0.00878906 0.0241068
0.00927734 0.0254112
0.00976562 0.0267157
0.0102539 0.0280205
0.0107422 0.0293254
0.0112305 0.0306306
0.0117188 0.0319359
0.012207 0.0332415
0.0126953 0.0345473
0.0131836 0.0358533
0.0136719 0.0371595
0.0141602 0.038466
0.0146484 0.0397727
0.0151367 0.0410796
0.015625 0.0423868
0.0161133 0.0436941
0.0166016 0.0450017
0.0170898 0.0463096
0.0175781 0.0476176
0.0180664 0.0489259
0.0185547 0.0502344
0.019043 0.0515432
0.0195312 0.0528521
0.0200195 0.0541613
0.0205078 0.0554707
0.0209961 0.0567803
0.0214844 0.0580901
0.0219727 0.0594001
0.0224609 0.0607103
0.0229492 0.0620206
0.0234375 0.0633312
0.0239258 0.064642
0.0244141 0.0659529
0.0249023 0.067264
0.0253906 0.0685752
0.0258789 0.0698866
0.0263672 0.0711982
0.0268555 0.0725099
0.0273438 0.0738218
0.027832 0.0751338
0.0283203 0.0764459
0.0288086 0.0777581
0.0292969 0.0790704
0.0297852 0.0803829
0.0302734 0.0816954
0.0307617 0.0830081
0.03125 0.0843208
0.0317383 0.0856336
0.0322266 0.0869465
0.0327148 0.0882594
0.0332031 0.0895725
0.0336914 0.0908855
0.0341797 0.0921986
0.034668 0.0935118
0.0351562 0.094825
0.0356445 0.0961382
0.0361328 0.0974515
0.0366211 0.0987648
0.0371094 0.100078
0.0375977 0.101391
0.0380859 0.102705
0.0385742 0.104018
0.0390625 0.105331
0.0395508 0.106645
0.0400391 0.107958
0.0405273 0.109271
0.0410156 0.110584
0.0415039 0.111898
0.0419922 0.113211
0.0424805 0.114524
0.0429688 0.115837
0.043457 0.11715
0.0439453 0.118463
0.0444336 0.119776
0.0449219 0.121089
0.0454102 0.122402
0.0458984 0.123714
0.0463867 0.125027
0.046875 0.12634
0.0473633 0.127652
0.0478516 0.128965
0.0483398 0.130277
0.0488281 0.13159
0.0493164 0.132902
0.0498047 0.134214
0.050293 0.135526
0.0507812 0.136838
0.0512695 0.13815
0.0517578 0.139462
0.0522461 0.140774
0.0527344 0.142085
0.0532227 0.143397
0.0537109 0.144708
0.0541992 0.14602
0.0546875 0.147331
0.0551758 0.148642
0.0556641 0.149953
0.0561523 0.151264
0.0566406 0.152575
0.0571289 0.153886
0.0576172 0.155196
0.0581055 0.156507
0.0585938 0.157817
0.059082 0.159127
0.0595703 0.160437
0.0600586 0.161747
0.0605469 0.163057
0.0610352 0.164367
0.0615234 0.165677
0.0620117 0.166986
0.0625 0.168296
0.0629883 0.169605
0.0634766 0.170914
0.0639648 0.172223
0.0644531 0.173532
0.0649414 0.174841
0.0654297 0.176149
0.065918 0.177458
0.0664062 0.178766
0.0668945 0.180074
0.0673828 0.181382
0.0678711 0.18269
0.0683594 0.183998
0.0688477 0.185306
0.0693359 0.186613
0.0698242 0.187921
0.0703125 0.189228
0.0708008 0.190535
0.0712891 0.191842
0.0717773 0.193148
0.0722656 0.194455
0.0727539 0.195762
0.0732422 0.197068
0.0737305 0.198374
0.0742188 0.19968
0.074707 0.200986
0.0751953 0.202292
0.0756836 0.203597
0.0761719 0.204903
0.0766602 0.206208
0.0771484 0.207513
0.0776367 0.208818
0.078125 0.210122
0.0786133 0.211427
0.0791016 0.212731
0.0795898 0.214036
0.0800781 0.21534
0.0805664 0.216644
0.0810547 0.217947
0.081543 0.219251
0.0820312 0.220554
0.0825195 0.221858
0.0830078 0.223161
0.0834961 0.224464
0.0839844 0.225766
0.0844727 0.227069
0.0849609 0.228371
0.0854492 0.229673
0.0859375 0.230975
0.0864258 0.232277
0.0869141 0.233579
0.0874023 0.23488
0.0878906 0.236182
0.0883789 0.237483
0.0888672 0.238783
0.0893555 0.240084
0.0898438 0.241385
0.090332 0.242685
0.0908203 0.243985
0.0913086 0.245285
0.0917969 0.246585
0.0922852 0.247884
0.0927734 0.249184
0.0932617 0.250483
0.09375 0.251782
0.0942383 0.253081
0.0947266 0.254379
0.0952148 0.255677
0.0957031 0.256976
0.0961914 0.258274
0.0966797 0.259571
0.097168 0.260869
0.0976562 0.262166
0.0981445 0.263463
0.0986328 0.26476
0.0991211 0.266057
0.0996094 0.267353
0.100098 0.26865
0.100586 0.269946
0.101074 0.271242
0.101562 0.272537
0.102051 0.273833
0.102539 0.275128
0.103027 0.276423
0.103516 0.277717
0.104004 0.279012
0.104492 0.280306
0.10498 0.2816
0.105469 0.282894
0.105957 0.284188
0.106445 0.285481
0.106934 0.286774
0.107422 0.288067
0.10791 0.28936
0.108398 0.290652
0.108887 0.291945
0.109375 0.293237
0.109863 0.294528
0.110352 0.29582
0.11084 0.297111
0.111328 0.298402
0.111816 0.299693
0.112305 0.300984
0.112793 0.302274
0.113281 0.303564
0.11377 0.304854
0.114258 0.306143
0.114746 0.307433
0.115234 0.308722
0.115723 0.310011
0.116211 0.311299
0.116699 0.312587
0.117188 0.313876
0.117676 0.315163
0.118164 0.316451
0.118652 0.317738
0.119141 0.319025
0.119629 0.320312
0.120117 0.321598
0.120605 0.322885
0.121094 0.324171
0.121582 0.325456
0.12207 0.326742
0.122559 0.328027
0.123047 0.329312
0.123535 0.330596
0.124023 0.331881
0.124512 0.333165
0.125 0.334449
0.125488 0.335732
0.125977 0.337015
0.126465 0.338298
0.126953 0.339581
0.127441 0.340863
0.12793 0.342145
0.128418 0.343427
0.128906 0.344709
0.129395 0.34599
0.129883 0.347271
0.130371 0.348552
0.130859 0.349832
