0 0.000713513
0.000488281 0.00214055
0.000976562 0.00356761
0.00146484 0.00499472
0.00195312 0.0064219
0.00244141 0.00784915
0.00292969 0.00927652
0.00341797 0.010704
0.00390625 0.0121316
0.00439453 0.0135594
0.00488281 0.0149873
0.00537109 0.0164155
0.00585938 0.0178438
0.00634766 0.0192723
0.00683594 0.0207011
0.00732422 0.0221301
0.0078125 0.0235594
0.00830078 0.0249889
0.00878906 0.0264187
0.00927734 0.0278488
0.00976562 0.0292792
0.0102539 0.0307099
0.0107422 0.0321409
0.0112305 0.0335722
0.0117188 0.0350038
0.012207 0.0364358
0.0126953 0.0378681
0.0131836 0.0393007
0.0136719 0.0407336
0.0141602 0.0421669
0.0146484 0.0436005
0.0151367 0.0450345
0.015625 0.0464687
0.0161133 0.0479033
0.0166016 0.0493383
0.0170898 0.0507735
0.0175781 0.0522091
0.0180664 0.0536449
0.0185547 0.0550811
0.019043 0.0565176
0.0195312 0.0579543
0.0200195 0.0593913
0.0205078 0.0608286
0.0209961 0.0622662
0.0214844 0.063704
0.0219727 0.0651421
0.0224609 0.0665804
0.0229492 0.068019
0.0234375 0.0694577
0.0239258 0.0708967
0.0244141 0.0723359
0.0249023 0.0737752
0.0253906 0.0752148
0.0258789 0.0766545
0.0263672 0.0780943
0.0268555 0.0795343
0.0273438 0.0809745
0.027832 0.0824147
0.0283203 0.0838551
0.0288086 0.0852956
0.0292969 0.0867362
0.0297852 0.0881769
0.0302734 0.0896176
0.0307617 0.0910584
0.03125 0.0924993
0.0317383 0.0939402
0.0322266 0.0953812
0.0327148 0.0968222
0.0332031 0.0982632
0.0336914 0.0997042
0.0341797 0.101145
0.034668 0.102586
0.0351562 0.104027
0.0356445 0.105468
0.0361328 0.106909
0.0366211 0.10835
0.0371094 0.109791
0.0375977 0.111232
0.0380859 0.112673
0.0385742 0.114114
0.0390625 0.115554
0.0395508 0.116995
0.0400391 0.118436
0.0405273 0.119876
0.0410156 0.121316
0.0415039 0.122757
0.0419922 0.124197
0.0424805 0.125637
0.0429688 0.127077
0.043457 0.128517
0.0439453 0.129957
0.0444336 0.131397
0.0449219 0.132837
0.0454102 0.134276
0.0458984 0.135715
0.0463867 0.137155
0.046875 0.138594
0.0473633 0.140033
0.0478516 0.141472
0.0483398 0.142911
0.0488281 0.144349
0.0493164 0.145788
0.0498047 0.147226
0.050293 0.148664
0.0507812 0.150103
0.0512695 0.151541
0.0517578 0.152978
0.0522461 0.154416
0.0527344 0.155853
0.0532227 0.157291
0.0537109 0.158728
0.0541992 0.160165
0.0546875 0.161602
0.0551758 0.163039
0.0556641 0.164475
0.0561523 0.165912
0.0566406 0.167348
0.0571289 0.168784
0.0576172 0.17022
0.0581055 0.171656
0.0585938 0.173091
0.059082 0.174526
0.0595703 0.175962
0.0600586 0.177397
0.0605469 0.178831
0.0610352 0.180266
0.0615234 0.181701
0.0620117 0.183135
